year,IPO,Symbol,Listing Date,IPO Size,Sub,GMP,IPO Price,Estimated Price,Listing Price,Listing Day Cls Price,Closing Price (LTP)
2024,Garuda Construction and Engineering,"GARUDA, 544271",15-Oct-24,₹264.10 Cr,7.55x,₹0,₹95.00,₹95,₹105.00 (10.53%),₹106.83 (12.45%),₹177.18 (86.51%)
2024,Diffusion Engineers,"DIFFNKG, 544264",4-Oct-24,₹157.96 Cr,114.5x,₹58,₹168.00,₹226,₹193.50 (15.18%),₹203.17 (20.93%),₹403.4 (140.12%)
2024,KRN Heat Exchanger,"KRN, 544263",3-Oct-24,₹341.95 Cr,213.41x,₹235,₹220.00,₹455,₹480.00 (118.18%),₹478.79 (117.63%),₹1230.9 (459.5%)
2024,Manba Finance,"MANBA, 544262",30-Sep-24,₹150.84 Cr,224.05x,₹33,₹120.00,₹153,₹145.00 (20.83%),₹157.45 (31.21%),₹138.1 (15.08%)
2024,Northern Arc Capital,"NORTHARC, 544260",24-Sep-24,₹777.00 Cr,117.19x,₹131,₹263.00,₹394,₹350.00 (33.08%),₹323.60 (23.04%),₹325.3 (23.69%)
2024,Arkade Developers,"ARKADE, 544261",24-Sep-24,₹410.00 Cr,113.49x,₹63,₹128.00,₹191,₹175.00 (36.72%),₹165.86 (29.58%),₹132.56 (3.56%)
2024,Western Carriers (India),"WCIL, 544258",24-Sep-24,₹492.88 Cr,31.69x,₹16,₹172.00,₹188,₹171.00 (-0.58%),₹159.45 (-7.30%),₹94.76 (-44.91%)
2024,P N Gadgil Jewellers,"PNGJL, 544256",17-Sep-24,₹1100.00 Cr,59.41x,₹303.50,₹480.00,₹783.5,₹830.00 (72.92%),₹793.30 (65.27%),₹588.05 (22.51%)
2024,Bajaj Housing Finance,"BAJAJHFL, 544252",16-Sep-24,₹6560.00 Cr,67.43x,₹72,₹70.00,₹142,₹150.00 (114.29%),₹165.00 (135.71%),₹88.07 (25.81%)
2024,Kross,"KROSS, 544253",16-Sep-24,₹500.00 Cr,17.66x,₹24.50,₹240.00,₹264.5,₹240.00 (0.00%),₹259.81 (8.25%),₹185.89 (-22.55%)
2024,Tolins Tyres,"TOLINS, 544254",16-Sep-24,₹230.00 Cr,25.03x,₹30,₹226.00,₹256,₹228.00 (0.88%),₹239.40 (5.93%),₹104.8 (-53.63%)
2024,Shree Tirupati Balajee,"BALAJEE, 544249",12-Sep-24,₹169.65 Cr,124.74x,₹27,₹83.00,₹110,₹90.00 (8.43%),₹97.54 (17.52%),₹28.84 (-65.25%)
2024,Gala Precision Engineering,"GALAPREC, 544244",9-Sep-24,₹167.93 Cr,201.41x,₹245,₹529.00,₹774,₹721.10 (36.31%),₹787.05 (48.78%),₹1187.7 (124.52%)
2024,Baazar Style Retail,"STYLEBAAZA, 544243",6-Sep-24,₹834.68 Cr,40.63x,₹33,₹389.00,₹422,₹389.00 (0.00%),₹400.00 (2.83%),₹300.3 (-22.8%)
2024,ECOS India Mobility,"ECOSMOBLTY, 544239",4-Sep-24,₹601.20 Cr,64.18x,₹126,₹334.00,₹460,₹390.00 (16.77%),₹443.15 (32.68%),₹129.36 (-61.27%)
2024,Premier Energies,"PREMIERENE, 544238",3-Sep-24,₹2830.40 Cr,75x,₹487,₹450.00,₹937,₹990.00 (120.00%),₹839.90 (86.64%),₹1117.2 (148.27%)
2024,Orient Technologies,"ORIENTTECH, 544235",28-Aug-24,₹214.76 Cr,154.84x,₹95,₹206.00,₹301,₹288.00 (39.81%),₹304.45 (47.79%),₹251.96 (22.31%)
2024,Interarch Building Products,"INTERARCH, 544232",26-Aug-24,₹600.29 Cr,93.79x,₹336,₹900.00,₹1236,₹1299.00 (44.33%),₹1196.45 (32.94%),₹1837.6 (104.18%)
2024,Saraswati Saree Depot,"SSDL, 544230",20-Aug-24,₹160.01 Cr,107.39x,₹40,₹160.00,₹200,₹194.00 (21.25%),₹209.95 (31.22%),₹55.73 (-65.17%)
2024,Unicommerce eSolutions,"UNIECOM, 544227",13-Aug-24,₹276.57 Cr,168.35x,₹69,₹108.00,₹177,₹235.00 (117.59%),₹210.08 (94.52%),₹88.59 (-17.97%)
2024,Firstcry,"FIRSTCRY, 544226",13-Aug-24,₹4193.73 Cr,12.22x,₹87,₹465.00,₹552,₹651.00 (40.00%),₹679.10 (46.04%),₹212.25 (-54.35%)
2024,OLA Electric,"OLAELEC, 544225",9-Aug-24,₹6145.56 Cr,4.45x,₹-3,₹76.00,₹73,₹76.00 (0.00%),₹91.20 (20.00%),₹40.41 (-46.83%)
2024,Ceigall India,"CEIGALL, 544223",8-Aug-24,₹1252.66 Cr,14.01x,₹17.50,₹401.00,₹418.5,₹419 (4.49%),₹386.75 (-3.55%),₹365.8 (-8.78%)
2024,Akums Drugs and Pharmaceuticals,"AKUMS, 544222",6-Aug-24,₹1856.74 Cr,63.44x,₹43,₹679.00,₹722,₹725.00 (6.77%),₹796.35 (17.28%),₹701.95 (3.38%)
2024,Sanstar,"SANSTAR, 544217",26-Jul-24,₹510.15 Cr,82.99x,₹25,₹95.00,₹120,₹109.00 (14.74%),₹115.09 (21.15%),₹113.22 (19.18%)
2024,Bansal Wire,"BANSALWIRE, 544209",10-Jul-24,₹745.00 Cr,62.76x,₹70,₹256.00,₹326,₹356.00 (39.06%),₹350.35 (36.86%),₹331.2 (29.37%)
2024,Emcure Pharma,"EMCURE, 544210",10-Jul-24,₹1952.03 Cr,67.87x,₹300,₹1008.00,₹1308,₹1325.05 (31.45%),₹1359.15 (34.84%),₹1814.4 (80%)
2024,Vraj Iron and Steel,"VRAJ, 544204",3-Jul-24,₹171.00 Cr,126.36x,₹50,₹207.00,₹257,₹240.00 (15.94%),₹252.00 (21.74%),₹117 (-43.48%)
2024,Allied Blenders and Distillers,"ABDL, 544203",2-Jul-24,₹1500.00 Cr,24.85x,₹59,₹281.00,₹340,₹320.00 (13.88%),₹317.90 (13.13%),₹648.75 (130.87%)
2024,Stanley lifestyles,"STANLEY, 544202",28-Jun-24,₹537.02 Cr,97.16x,₹173,₹369.00,₹542,₹494.95 (34.13%),₹474.75 (28.66%),₹156.21 (-57.67%)
2024,DEE Development Engineers,"DEEDEV, 544198",26-Jun-24,₹418.01 Cr,103.03x,₹90,₹203.00,₹293,₹339.00 (67.00%),₹335.32 (65.18%),₹698.7 (244.19%)
2024,Aasaan Loans,"AFIL, 544200",26-Jun-24,₹132.00 Cr,54.49x,₹16,₹120.00,₹136,₹127.00 (5.83%),₹133.35 (11.13%),₹9.75 (-18.75%)
2024,ixigo,"IXIGO, 544192",18-Jun-24,₹740.10 Cr,98.1x,₹30.50,₹93.00,₹123.5,₹138.10 (48.49%),₹165.72 (78.19%),₹207.18 (122.77%)
2024,Kronox Lab Sciences,"KRONOX, 544187",10-Jun-24,₹130.15 Cr,117.25x,₹28,₹136.00,₹164,₹164.95 (21.29%),₹159.35 (17.17%),₹150.78 (10.87%)
2024,Awfis Space Solutions,"AWFIS, 544181",30-May-24,₹598.93 Cr,108.17x,₹84,₹383.00,₹467,₹435.00 (13.58%),₹421.75 (10.12%),₹303.2 (-20.84%)
2024,Go Digit General Insurance,"GODIGIT, 544179",23-May-24,₹2614.65 Cr,9.6x,₹4,₹272.00,₹276,₹286.00 (5.15%),₹306.00 (12.50%),₹312 (14.71%)
2024,TBO Tek,"TBOTEK, 544174",15-May-24,₹1550.81 Cr,86.69x,₹300,₹920.00,₹1220,₹1426.00 (55.00%),₹1406.30 (52.86%),₹1504.9 (63.58%)
2024,Aadhar Housing Finance,"AADHARHFC, 544176",15-May-24,₹3000.00 Cr,26.76x,₹43,₹315.00,₹358,₹315.00 (0.00%),₹329.55 (4.62%),₹534.55 (69.7%)
2024,Indegene,"INDGN, 544172",13-May-24,₹1841.76 Cr,70.3x,₹275,₹452.00,₹727,₹655.00 (44.91%),₹570.90 (26.31%),₹509.3 (12.68%)
2024,JNK India,"JNKINDIA, 544167",30-Apr-24,₹649.47 Cr,28.46x,₹135,₹415.00,₹550,₹621.00 (49.64%),₹694.55 (67.36%),₹509.35 (22.73%)
2024,VI,"IDEA, 532822",25-Apr-24,₹18000.00 Cr,6.99x,₹1.40,₹11.00,₹12.4,₹12.00 (9.09%),₹13.90 (26.36%),₹14.19 (29%)
2024,Bharti Hexacom,"BHARTIHEXA, 544162",12-Apr-24,₹4275.00 Cr,29.88x,₹140,₹570.00,₹710,₹755.00 (32.46%),₹813.75 (42.76%),₹1604.7 (181.53%)
2024,SRM Contractors,"SRM, 544158",3-Apr-24,₹130.20 Cr,86.57x,₹70,₹210.00,₹280,₹215.25 (2.50%),₹236.20 (12.48%),₹500.65 (138.4%)
2024,Krystal Integrated Services,"KRYSTAL, 544149",21-Mar-24,₹300.12 Cr,13.49x,₹60,₹715.00,₹775,₹785.00 (9.79%),₹712.85 (-0.30%),₹600.6 (-16%)
2024,Popular Vehicles Services,"PVSL, 544144",19-Mar-24,₹601.55 Cr,1.25x,₹0,₹295.00,₹295,₹289.20 (-1.97%),₹276.25 (-6.36%),₹93.45 (-68.32%)
2024,Gopal Snacks,"GOPAL, 544140",14-Mar-24,₹650.00 Cr,9.5x,₹-25,₹401.00,₹376,₹351.00 (-12.47%),₹362.70 (-9.55%),₹268.85 (-32.96%)
2024,JG Chemicals,"JGCHEM, 544138",13-Mar-24,₹251.19 Cr,28.52x,₹5,₹221.00,₹226,₹209 (-5.43%),₹184.80 (-16.38%),₹456.35 (106.49%)
2024,R K SWAMY,"RKSWAMY, 544136",12-Mar-24,₹423.56 Cr,25.78x,₹0,₹288.00,₹288,₹250 (-13.19%),₹263.25 (-8.59%),₹103.18 (-64.17%)
2024,Bharat Highways InvIT,"BHINVIT, 544137",12-Mar-24,₹2500.00 Cr,6.74x,₹2,₹100.00,₹102,₹101.10 (1.10%),₹103.05 (3.05%),₹112.9 (12.9%)
2024,Mukka Proteins,"MUKKA, 544135",7-Mar-24,₹224.00 Cr,136.99x,₹35,₹28.00,₹63,₹40 (42.86%),₹42.26 (50.93%),₹23.08 (-17.57%)
2024,Platinum Industries,"PLATIND, 544134",5-Mar-24,₹235.32 Cr,98.99x,₹87,₹171.00,₹258,₹225 (31.58%),₹221.20 (29.36%),₹228 (33.33%)
2024,Exicom Tele-Systems,"EXICOM, 544133",5-Mar-24,₹429.00 Cr,133.56x,₹160,₹142.00,₹302,₹265 (86.62%),₹225.65 (58.91%),₹170.04 (19.75%)
2024,GPT Healthcare,"GPTHEALTH, 544131",29-Feb-24,₹525.14 Cr,8.52x,₹17,₹186.00,₹203,₹215.00 (15.59%),₹200.75 (7.93%),₹158.11 (-14.99%)
2024,Juniper Hotels,"JUNIPER, 544129",28-Feb-24,₹1800.00 Cr,2.18x,₹0,₹360.00,₹360,₹365 (1.39%),₹401.50 (11.53%),₹198.92 (-44.74%)
2024,Vibhor Steel Tubes,"VSTL, 544124",20-Feb-24,₹72.17 Cr,320.05x,₹140,₹151.00,₹291,₹425 (181.46%),₹446.25 (195.53%),₹114.47 (-24.19%)
2024,Entero Healthcare Solutions,"ENTERO, 544122",16-Feb-24,₹1600.00 Cr,1.43x,₹2,₹1258.00,₹1260,₹1228.70 (-2.33%),₹1149.55 (-8.62%),₹1210.9 (-3.74%)
2024,Rashi Peripherals,"RPTECH, 544119",14-Feb-24,₹600.00 Cr,62.95x,₹34,₹311.00,₹345,₹339.50 (9.16%),₹321.50 (3.38%),₹783.05 (151.78%)
2024,Capital Small Finance Bank,"CAPITALSFB, 544120",14-Feb-24,₹523.07 Cr,4.17x,₹0,₹468.00,₹468,₹430.25 (-8.07%),₹435.00 (-7.05%),₹294.25 (-37.13%)
2024,Jana Small Finance Bank,"JSFB, 544118",14-Feb-24,₹570.00 Cr,19.89x,₹16,₹414.00,₹430,₹396 (-4.35%),₹368.20 (-11.06%),₹474.1 (14.52%)
2024,Apeejay Surrendra Park,"PARKHOTELS, 544111",12-Feb-24,₹920.43 Cr,62.91x,₹38,₹155.00,₹193,₹186 (20.00%),₹203.55 (31.32%),₹127.65 (-17.65%)
2024,BLS E-Services,"BLSE, 544107",6-Feb-24,₹309.29 Cr,82.61x,₹155,₹135.00,₹290,₹305.00 (125.93%),₹370.75 (174.63%),₹263.25 (95%)
2024,Nova Agri Tech,"NOVAAGRI, 544100",31-Jan-24,₹143.81 Cr,113.21x,₹13,₹41.00,₹54,₹55 (34.15%),₹58.79 (43.39%),₹23.59 (-42.46%)
2024,EPACK Durable,"EPACK, 544095",30-Jan-24,₹640.05 Cr,16.79x,₹5,₹230.00,₹235,₹221 (-3.91%),₹207.70 (-9.70%),₹233.34 (1.45%)
2024,Medi Assist Healthcare,"MEDIASSIST, 544088",23-Jan-24,₹1171.58 Cr,16.25x,₹34,₹418.00,₹452,₹460 (10.05%),₹464.25 (11.06%),₹357.8 (-14.4%)
2024,Jyoti CNC Automation,"JYOTICNC, 544081",16-Jan-24,₹1000.00 Cr,40.49x,₹38,₹331.00,₹369,₹370 (11.78%),₹434.20 (31.18%),₹796.55 (140.65%)
2025,Gujarat Kidney,"GKSL, 544666",30-Dec-25,₹250.80 Cr,5.21x,₹1.5,₹114.00,₹115.5,₹120.00 (5.26%),₹104.65 (-8.20%),₹132.55 (16.27%)
2025,KSH International,"KSHINTL, 544664",23-Dec-25,₹626.35 Cr,0.87x,₹-2,₹384.00,₹382,₹370.00 (-3.65%),₹355.00 (-7.55%),₹849.35 (121.18%)
2025,ICICI Prudential AMC,"ICICIAMC, 544658",19-Dec-25,₹10602.65 Cr,39.17x,₹460,₹2165.00,₹2625,₹2600.00 (20.09%),₹2586.70 (19.48%),₹3159.6 (45.94%)
2025,Park Medi World,"PARKHOSPS, 544645",17-Dec-25,₹920.00 Cr,8.52x,₹0,₹162.00,₹162,₹158.80 (-1.98%),₹148.15 (-8.55%),₹286.1 (76.6%)
2025,Nephrocare Health,"NEPHROPLUS, 544647",17-Dec-25,₹871.05 Cr,14.08x,₹40,₹460.00,₹500,₹490.00 (6.52%),₹471.60 (2.52%),₹649 (41.09%)
2025,Wakefit Innovations,"WAKEFIT, 544642",15-Dec-25,₹1288.89 Cr,2.52x,₹4,₹195.00,₹199,₹195.00 (0.00%),₹192.30 (-1.38%),₹129.8 (-33.44%)
2025,Corona Remedies,"CORONA, 544644",15-Dec-25,₹655.37 Cr,144.54x,₹342.5,₹1062.00,₹1404.5,₹1470 (38.42%),₹1438.40 (35.44%),₹2042.8 (92.35%)
2025,Aequs,"AEQUS, 544634",10-Dec-25,₹921.81 Cr,104.3x,₹24,₹124.00,₹148,₹140.00 (12.90%),₹151.50 (22.18%),₹248.78 (100.63%)
2025,Vidya Wires,"VIDYAWIRES, 544633",10-Dec-25,₹300.01 Cr,28.53x,₹3.5,₹52.00,₹55.5,₹52.00 (0.00%),₹53.17 (2.25%),₹97.06 (86.65%)
2025,Meesho,"MEESHO, 544632",10-Dec-25,₹5421.20 Cr,81.76x,₹42,₹111.00,₹153,₹162.50 (46.40%),₹170.20 (53.33%),₹194.11 (74.87%)
2025,Sudeep Pharma,"SUDEEPPHRM, 544619",28-Nov-25,₹895.00 Cr,93.71x,₹121,₹593.00,₹714,₹730.00 (23.10%),₹774.15 (30.55%),₹824.25 (39%)
2025,Excelsoft Technologies,"EXCELSOFT, 544617",26-Nov-25,₹500.00 Cr,45.46x,₹4,₹120.00,₹124,₹135.00 (12.50%),₹125.97 (4.98%),₹79.31 (-33.91%)
2025,Capillary Technologies,"CAPILLARY, 544614",21-Nov-25,₹877.50 Cr,52.98x,₹55,₹577.00,₹632,₹571.90 (-0.88%),₹606.90 (5.18%),₹502.9 (-12.84%)
2025,Fujiyama Power Systems,"UTLSOLAR, 544613",20-Nov-25,₹828.00 Cr,2.21x,₹0.5,₹228.00,₹228.5,₹220.00 (-3.51%),₹208.44 (-8.58%),₹382.7 (67.85%)
2025,Tenneco Clean Air,"TENNIND, 544612",19-Nov-25,₹3600.00 Cr,61.79x,₹104,₹397.00,₹501,₹505.00 (27.20%),₹491.20 (23.73%),₹589.55 (48.5%)
2025,Emmvee Photovoltaic,"EMMVEE, 544608",18-Nov-25,₹2900.00 Cr,0.18x,₹0,₹217.00,₹217,₹217.00 (0.00%),₹219.40 (1.11%),₹333.25 (53.57%)
2025,PhysicsWallah,"PWL, 544609",18-Nov-25,₹3480.00 Cr,1.92x,₹14,₹109.00,₹123,₹145.00 (33.03%),₹155.24 (42.42%),₹147.43 (35.26%)
2025,Pine Labs,"PINELABS, 544606",14-Nov-25,₹3900.17 Cr,2.48x,₹5.5,₹221.00,₹226.5,₹242.00 (9.50%),₹251.30 (13.71%),₹145.27 (-34.27%)
2025,Groww,"GROWW, 544603",12-Nov-25,₹6632.30 Cr,17.6x,₹5,₹100.00,₹105,₹112.00 (12.00%),₹131.33 (31.33%),₹204.47 (104.47%)
2025,Lenskart Solutions,"LENSKART, 544600",10-Nov-25,₹7278.02 Cr,28.27x,₹10,₹402.00,₹412,₹395.00 (-1.74%),₹403.30 (0.32%),₹543.65 (35.24%)
2025,Studds Accessories,"STUDDS, 544599",7-Nov-25,₹455.49 Cr,73.25x,₹35,₹585.00,₹620,₹565.00 (-3.42%),₹560.45 (-4.20%),₹461.35 (-21.14%)
2025,Orkla India,"ORKLAINDIA, 544595",6-Nov-25,₹1667.54 Cr,48.74x,₹66,₹730.00,₹796,₹750.10 (2.75%),₹713.65 (-2.24%),₹593.25 (-18.73%)
2025,Midwest,"MIDWESTLTD, 544587",24-Oct-25,₹451.10 Cr,92.36x,₹100,₹1065.00,₹1165,₹1165.00 (9.39%),₹1141.10 (7.15%),₹1332.3 (25.1%)
2025,Anantam Highways InvIT,"ANANTAM, 544579",16-Oct-25,₹400.00 Cr,3.16x,₹0,₹100.00,₹100,₹103 (3.00%),₹106.25 (6.25%),₹104.32 (4.32%)
2025,Canara HSBC Life,"CANHLIFE, 544583",17-Oct-25,₹2517.50 Cr,2.3x,₹3,₹106.00,₹109,₹106.00 (0.00%),₹111.50 (5.19%),₹144.03 (35.88%)
2025,Rubicon Research,"RUBICON, 544578",16-Oct-25,₹1377.68 Cr,109.35x,₹120,₹485.00,₹605,₹620.00 (27.84%),₹628.20 (29.53%),₹1431.4 (195.13%)
2025,Canara Robeco,"CRAMC, 544580",16-Oct-25,₹1326.13 Cr,9.74x,₹20,₹266.00,₹286,₹280.25 (5.36%),₹300.45 (12.95%),₹253.47 (-4.71%)
2025,LG Electronics,"LGEINDIA, 544576",14-Oct-25,₹11607.01 Cr,54.02x,₹460,₹1140.00,₹1600,₹1710.10 (50.01%),₹1689.90 (48.24%),₹1564.7 (37.25%)
2025,Tata Capital,"TATACAP, 544574",13-Oct-25,₹15511.87 Cr,1.96x,₹0,₹326.00,₹326,₹330.00 (1.23%),₹330.50 (1.38%),₹360.6 (10.61%)
2025,WeWork India,"WEWORK, 544570",10-Oct-25,₹3000.00 Cr,1.15x,₹0,₹648.00,₹648,₹650.00 (0.31%),₹628.65 (-2.99%),₹732.05 (12.97%)
2025,Advance Agrolife,"ADVANCE, 544562",8-Oct-25,₹192.86 Cr,56.9x,₹13,₹100.00,₹113,₹114.00 (14.00%),₹108.30 (8.30%),₹110.49 (10.49%)
2025,Om Freight Forwarders,"OMFREIGHT, 544564",8-Oct-25,₹122.31 Cr,3.88x,₹-3,₹135.00,₹132,₹81.50 (-39.63%),₹86.60 (-35.85%),₹95.91 (-28.96%)
2025,Fabtech Technologies,"FABTECH, 544558",7-Oct-25,₹230.30 Cr,2.04x,₹0,₹191.00,₹191,₹192.00 (0.52%),₹182.40 (-4.50%),₹160.02 (-16.22%)
2025,Glottis,"GLOTTIS, 544557",7-Oct-25,₹307.00 Cr,2.12x,₹0,₹129.00,₹129,₹84.00 (-34.88%),₹83.85 (-35.00%),₹66.5 (-48.45%)
2025,Pace Digitek,"PACEDIGITK, 544550",6-Oct-25,₹819.15 Cr,1.68x,₹12,₹219.00,₹231,₹225.00 (2.74%),₹217.99 (-0.46%),₹216.2 (-1.28%)
2025,Jinkushal Industries,"JKIPL, 544547",3-Oct-25,₹116.15 Cr,65.09x,₹20,₹121.00,₹141,₹125.00 (3.31%),₹121.66 (0.55%),₹97.73 (-19.23%)
2025,TruAlt Bioenergy,"TRUALT, 544545",3-Oct-25,₹839.28 Cr,75.02x,₹85,₹496.00,₹581,₹547.10 (10.30%),₹530.95 (7.05%),₹440.9 (-11.11%)
2025,Epack Prefab Technologies,"EPACKPEB, 544540",1-Oct-25,₹504.00 Cr,3.14x,₹0,₹204.00,₹204,₹183.85 (-9.88%),₹191.10 (-6.32%),₹265.51 (30.15%)
2025,BMW Ventures,"BMWVENTLTD, 544543",1-Oct-25,₹231.66 Cr,1.5x,₹0,₹99.00,₹99,₹78.00 (-21.21%),₹76.00 (-23.23%),₹58.82 (-40.59%)
2025,Jain Resource Recycling,"JAINREC, 544537",1-Oct-25,₹1250.00 Cr,16.76x,₹13,₹232.00,₹245,₹265.05 (14.25%),₹318.25 (37.18%),₹340.65 (46.83%)
2025,Jaro Institute,"JARO, 544534",30-Sep-25,₹450.00 Cr,23.2x,₹43,₹890.00,₹933,₹890.00 (0.00%),₹745.05 (-16.29%),₹520.75 (-41.49%)
2025,Anand Rathi Share,"ARSSBL, 544530",30-Sep-25,₹745.64 Cr,21.83x,₹29,₹414.00,₹443,₹432.00 (4.35%),₹445.65 (7.64%),₹570.45 (37.79%)
2025,Solarworld Energy Solutions,"SOLARWORLD, 544532",30-Sep-25,₹490.00 Cr,68.49x,₹40,₹351.00,₹391,₹388.50 (10.68%),₹323.50 (-7.83%),₹209.92 (-40.19%)
2025,Seshaasai Technologies,"STYL, 544533",30-Sep-25,₹813.28 Cr,69.64x,₹40,₹423.00,₹463,₹432.00 (2.13%),₹411.50 (-2.72%),₹359.5 (-15.01%)
2025,Ganesh Consumer Products,"GANESHCP, 544528",29-Sep-25,₹408.80 Cr,2.68x,₹-9,₹322.00,₹313,₹296.05 (-8.06%),₹294.30 (-8.60%),₹189.85 (-41.04%)
2025,Atlanta Electricals,"ATLANTAELE, 544527",29-Sep-25,₹687.85 Cr,72.16x,₹114,₹754.00,₹868,₹857.00 (13.66%),₹823.35 (9.20%),₹1695.4 (124.85%)
2025,Saatvik Green Energy,"SAATVIKGL, 544526",26-Sep-25,₹900.20 Cr,6.93x,₹10,₹465.00,₹475,₹465.00 (0.00%),₹440.70 (-5.23%),₹449.2 (-3.4%)
2025,GK Energy,"GKENERGY, 544525",26-Sep-25,₹464.26 Cr,93.58x,₹18,₹153.00,₹171,₹171.00 (11.76%),₹167.75 (9.64%),₹143.53 (-6.19%)
2025,Ivalue Infosolutions,"IVALUE, 544523",25-Sep-25,₹560.29 Cr,1.82x,₹0,₹299.00,₹299,₹284.95 (-4.70%),₹281.85 (-5.74%),₹305.95 (2.32%)
2025,VMS TMT,"VMSTMT, 544521",24-Sep-25,₹148.50 Cr,102.24x,₹11,₹99.00,₹110,₹104.90 (5.96%),₹99.75 (0.76%),₹46.33 (-53.2%)
2025,Euro Pratik Sales,"EUROPRATIK, 544519",23-Sep-25,₹451.31 Cr,1.41x,₹10,₹247.00,₹257,₹272.10 (10.16%),₹248.38 (0.56%),₹313.6 (26.96%)
2025,Shringar House of Mangalsutra,"SHRINGARMS, 544512",17-Sep-25,₹400.95 Cr,60.31x,₹21,₹165.00,₹186,₹188.50 (14.24%),₹184.88 (12.05%),₹228.95 (38.76%)
2025,Urban Co.,"URBANCO, 544515",17-Sep-25,₹1900.24 Cr,108.98x,₹54,₹103.00,₹157,₹162.25 (57.52%),₹167.05 (62.18%),₹132.75 (28.88%)
2025,Dev Accelerator,"DEVX, 544513",17-Sep-25,₹143.35 Cr,64x,₹6,₹61.00,₹67,₹61.00 (0.00%),₹64.36 (5.51%),₹35.07 (-42.51%)
2025,Amanta Healthcare,"AMANTA, 544502",9-Sep-25,₹126.00 Cr,82.6x,₹9,₹126.00,₹135,₹135.00 (7.14%),₹141.75 (12.50%),₹179.17 (42.2%)
2025,Vikran Engineering,"VIKRAN, 544496",3-Sep-25,₹772.00 Cr,24.87x,₹7,₹97.00,₹104,₹99.00 (2.06%),₹95.71 (-1.33%),₹74.34 (-23.36%)
2025,Anlon Healthcare,"AHCL, 544497",3-Sep-25,₹121.03 Cr,7.12x,₹1,₹91.00,₹92,₹92.00 (1.10%),₹91.73 (0.80%),₹15.59 (-82.87%)
2025,Mangal Electrical,"MEIL, 544492",28-Aug-25,₹400.00 Cr,9.95x,₹-3,₹561.00,₹558,₹556.00 (-0.89%),₹535.35 (-4.57%),₹301.1 (-46.33%)
2025,Shreeji Shipping Global,"SHREEJISPG, 544490",26-Aug-25,₹410.71 Cr,58.08x,₹34,₹252.00,₹286,₹270.00 (7.14%),₹255.10 (1.23%),₹551.75 (118.95%)
2025,Patel Retail,"PATELRMART, 544487",26-Aug-25,₹242.66 Cr,95.69x,₹52,₹255.00,₹307,₹300.00 (17.65%),₹289.75 (13.63%),₹225.44 (-11.59%)
2025,Gem Aromatics,"GEMAROMA, 544491",26-Aug-25,₹451.25 Cr,30.45x,₹33,₹325.00,₹358,₹333.10 (2.49%),₹319.10 (-1.82%),₹206.54 (-36.45%)
2025,Vikram Solar,"VIKRAMSOLR, 544488",26-Aug-25,₹2079.37 Cr,56.42x,₹35,₹332.00,₹367,₹338.00 (1.81%),₹356.45 (7.36%),₹203.35 (-38.75%)
2025,Regaal Resources,"REGAAL, 544485",20-Aug-25,₹306.00 Cr,159.87x,₹31,₹102.00,₹133,₹141.00 (38.24%),₹131.65 (29.07%),₹81.09 (-20.5%)
2025,BlueStone Jewellery,"BLUESTONE, 544484",19-Aug-25,₹1540.65 Cr,2.72x,₹2,₹517.00,₹519,₹510.00 (-1.35%),₹546.00 (5.61%),₹580.7 (12.32%)
2025,Knowledge Realty Trust REIT,"KRT, 544481",18-Aug-25,₹4800.00 Cr,5.42x,₹2,₹100.00,₹102,₹103.00 (3.00%),₹106.24 (6.24%),₹115.56 (15.56%)
2025,All Time Plastics,"ALLTIME, 544479",14-Aug-25,₹400.60 Cr,8.62x,₹20,₹275.00,₹295,₹311.30 (13.20%),₹283.30 (3.02%),₹236.45 (-14.02%)
2025,JSW Cement,"JSWCEMENT, 544480",14-Aug-25,₹3600.00 Cr,8.22x,₹4.8,₹147.00,₹151.8,₹153.50 (4.42%),₹146.07 (-0.63%),₹138.22 (-5.97%)
2025,Highway Infrastructure,"HILINFRA, 544477",12-Aug-25,₹130.00 Cr,316.64x,₹24,₹70.00,₹94,₹115.00 (64.29%),₹122.84 (75.49%),₹45.64 (-34.8%)
2025,PropShare Titania,544462,4-Aug-25,₹472.97 Cr,1.62x,₹0,₹1060000.00,,₹1060000.00 (0.00%),₹1061100.00 (0.10%),₹1190000 (12.26%)
2025,M&B Engineering,"MBEL, 544470",6-Aug-25,₹650.00 Cr,38.11x,₹55,₹385.00,₹440,₹385.00 (0.00%),₹409.15 (6.27%),₹319.6 (-16.99%)
2025,NSDL,544467,6-Aug-25,₹4010.95 Cr,41.02x,₹125,₹800.00,₹925,₹880.00 (10.00%),₹936.00 (17.00%),₹850.65 (6.33%)
2025,Sri Lotus Developers,"LOTUSDEV, 544469",6-Aug-25,₹792.00 Cr,74.1x,₹27,₹150.00,₹177,₹178.00 (18.67%),₹196.85 (31.23%),₹145.42 (-3.05%)
2025,Laxmi India Finance,"LAXMIINDIA, 544465",5-Aug-25,₹254.26 Cr,1.86x,₹0,₹158.00,₹158,₹137.52 (-12.96%),₹134.11 (-15.12%),₹110.87 (-29.83%)
2025,Aditya Infotech,"CPPLUS, 544466",5-Aug-25,₹1300.00 Cr,106.23x,₹305,₹675.00,₹980,₹1015.00 (50.37%),₹1084.10 (60.61%),₹3662.4 (442.58%)
