company,listing_date,year,first_day_return,issue_price,issue_price_log1p,total_issue_size_log1p,ofs_ratio,sub_total,sub_total_log1p,gmp_return,gmp_available,revenue_log1p,assets_log1p,borrowing_log1p,profit_margin,return_on_assets,debt_to_equity,negative_networth_flag,brokers_subscribe,brokers_avoid,broker_sentiment,any_avoid_flag,nifty_close,vix_close,nifty_7d_return,nifty_30d_return,regime_post_2024
Laxmi Organic Industries Ltd.,2021-03-25,2021,0.2661538461538461,130.0,4.875197323201151,17.647490874052217,0.5,74.78,4.327834405590455,0.3076923076923077,1,6.703629733503689,6.945176296731638,5.26362239675115,0.05584753671594871,0.04385178328656966,0.40763601654470255,0,4.0,0.0,4.0,0,14549.400390625,22.459999084472656,-0.0005803892042241,-0.0107697559231134,0
Craftsman Automation Ltd.,2021-03-25,2021,-0.0382550335570469,1490.0,7.307202314764738,15.525365949354809,0.8178940519279377,2.64,1.2919836816486494,0.020134228187919462,1,6.938197186317199,7.717480324827861,6.79246787664077,0.049188764066763105,0.02255274252211424,1.2428405869950712,0,5.0,0.0,5.0,0,14549.400390625,22.459999084472656,-0.0005803892042241,-0.0107697559231134,0
Kalyan Jewellers India Ltd.,2021-03-26,2021,-0.1344827586206896,87.0,4.477336814478207,18.721210956924548,0.31914893711543685,1.84,1.0438040521731147,-0.05747126436781609,1,8.621697340496855,9.002576691778788,8.207448179085365,-0.014405924537821182,-0.009842434866964013,1.7820048690649162,0,0.0,2.0,-2.0,1,14324.900390625,22.700000762939453,-0.0284250955897314,-0.0438592717511013,0
Suryoday Small Finance Bank Ltd.,2021-03-26,2021,-0.0944262295081967,305.0,5.723585101952381,16.764836052329027,0.5731435541796055,1.7,0.9932517730102833,-0.03278688524590164,1,6.537082825399551,8.756432114481992,7.305241977388695,0.07960595992862013,0.008640386998634734,1.2486397528044602,0,0.0,1.0,-1.0,1,14324.900390625,22.700000762939453,-0.0284250955897314,-0.0438592717511013,0
Nazara Technologies Ltd.,2021-03-30,2021,0.4321525885558582,1101.0,7.004881989712859,15.482158893996903,1.0,96.29,4.577696208987336,0.6721162579473207,1,5.3375861554687365,6.68418663732983,,-0.04883822037582725,-0.012658703328074524,,0,3.0,0.0,3.0,0,14507.2998046875,20.649999618530273,-0.0207529789778767,-0.0015039135358939,0
Barbeque-Nation Hospitality Ltd.,2021-04-07,2021,0.1807999999999999,500.0,6.2166061010848646,16.019100499979753,0.6025380155827179,3.35,1.4701758451005928,0.0,1,5.470630674144922,6.812993948532446,5.513348097751696,-0.42538354253835425,-0.1107760375967158,514.5416666666666,0,2.0,2.0,0.0,1,14683.5,20.84000015258789,-0.0004901192738789,-0.0182332538847646,0
Macrotech Developers Ltd.,2021-04-19,2021,-0.0470164609053498,486.0,6.18826412308259,17.75593303367412,0.0,1.14,0.76080582903376,0.0,1,8.058798714438154,10.611415457996769,9.834308413702491,-0.08362627314119014,-0.00651071496666307,4.858540890523832,0,2.0,1.0,1.0,1,14617.849609375,20.399999618530273,0.021455810218722,-0.008556049282759,0
Sona BLW Precision Forgings Ltd.,2021-06-24,2021,0.2469072164948454,291.0,5.676753802268282,19.06632559323001,0.9459459476464572,1.69,0.9895411936137477,0.010309278350515464,1,7.358601572686178,7.685165479923916,5.906070044091034,0.13716977764177885,0.09893646859754555,0.2808957742158141,0,8.0,0.0,8.0,0,15686.9501953125,15.369999885559082,-0.0002836072754321,0.0314627719363201,0
Shyam Metalics & Energy Ltd.,2021-06-24,2021,0.2282679738562092,306.0,5.726847747587197,17.206855597638864,0.27722767344377613,84.58,4.449451610988671,0.42483660130718953,1,8.29320678499944,8.538200974573218,6.788171873632399,0.11420476870981547,0.08938424923851405,0.26977609214435294,0,4.0,0.0,4.0,0,15686.9501953125,15.369999885559082,-0.0002836072754321,0.0314627719363201,0
Krishna Institute of Medical Sciences Ltd.,2021-06-28,2021,0.2071515151515151,825.0,6.716594773520978,17.07349685914067,0.9062744726505034,2.52,1.2584609896100056,0.09090909090909091,1,7.201245451716894,7.270417264764992,5.603851636031152,0.15333184090739496,0.14307697663893046,0.3131418383059521,0,1.0,1.0,0.0,1,15860.349609375,13.369999885559082,0.0072301533277236,0.0275141771161094,0
Dodla Dairy Ltd.,2021-06-28,2021,0.4231308411214954,428.0,6.061456918928017,16.313141657474105,0.9038788948324078,31.67,3.4864572256129787,0.18691588785046728,1,7.257030915438924,6.7624867028908895,4.573473099244837,0.08213600180658275,0.13474339827967446,0.1744255853299132,0,0.0,2.0,-2.0,1,15860.349609375,13.369999885559082,0.0072301533277236,0.0275141771161094,0
India Pesticides Ltd.,2021-07-05,2021,0.1592905405405404,296.0,5.6937321388027,17.11234792330219,0.8750000092500003,20.38,3.062455905596899,0.11824324324324324,1,6.486739889525658,6.250091065667523,3.4436180975461075,0.20523970826085627,0.2601438904575871,0.07779603573996097,0,13.0,1.0,12.0,1,15722.2001953125,12.09000015258789,-0.0058489885269792,0.00331521164707,0
Clean Science & Technology Ltd.,2021-07-19,2021,0.7613333333333334,900.0,6.803505257608338,16.65952902177647,1.0,66.45,4.211386582653765,0.6833333333333333,1,6.289845432606472,6.49363280378279,0.2851789422336624,0.36868808891036475,0.3006121954176264,0.0006114847962643839,0,14.0,0.0,14.0,0,15923.400390625,11.710000038146973,0.0147076193234495,0.0153060913152446,0
G R Infraprojects Ltd.,2021-07-19,2021,1.0869772998805256,837.0,6.731018100482083,16.25861426350812,1.0,72.11,4.291965156305224,0.6869772998805257,1,8.975622597008309,9.221977398370212,8.410936718953401,0.12055485434314667,0.09422847850692712,1.1293809343145655,0,14.0,0.0,14.0,0,15923.400390625,11.710000038146973,0.0147076193234495,0.0153060913152446,0
Zomato Ltd.,2021-07-23,2021,0.6559210526315788,76.0,4.343805421853684,20.933164161851934,0.03999999980544,22.58,3.160398895109225,0.2894736842105263,1,7.65889774532922,9.071600007612473,0.8586616190375187,-0.38539571945128914,-0.09380436006498503,0.00016798190736044843,0,3.0,1.0,2.0,1,15824.0498046875,11.890000343322754,-0.0062392820314933,0.0087397236344874,0
Tatva Chintan Pharma Chem Ltd.,2021-07-29,2021,1.1331948291782086,1083.0,6.988413181999592,15.345213465379521,0.549999956679989,124.52,4.832465108424777,1.0249307479224377,1,5.727791927116553,5.7551091018215415,4.513602992462601,0.17062261255672725,0.16601016518424394,0.5438057363220052,0,7.0,0.0,7.0,0,15709.400390625,13.6899995803833,-0.0072452637268961,-0.0024795966716218,0
Glenmark Life Sciences Ltd.,2021-08-06,2021,0.0391666666666667,720.0,6.580639137284949,16.86109067424372,0.29968287843216573,31.02,3.4663607075685685,0.11388888888888889,1,7.542732946478254,7.599941998446957,0.0,0.18641767144932608,0.1760470286618463,0.0,0,10.0,0.0,10.0,0,16294.599609375,12.869999885559082,0.0337212538990666,0.0261308787374171,0
Rolex Rings Ltd.,2021-08-09,2021,0.2961666666666666,900.0,6.803505257608338,15.910114443143017,0.9233926381229176,89.88,4.509539954972841,0.5055555555555555,1,6.430944533803424,6.682008341797812,5.523418999568408,0.1403123789854137,0.10912011243286654,0.6993804838393183,0,6.0,0.0,6.0,0,16238.2001953125,12.609999656677246,0.0222251471346384,0.0349526697250247,0
Windlas Biotech Ltd.,2021-08-16,2021,-0.1158695652173913,460.0,6.133398042996649,15.982164123169543,0.5890770364564282,14.54,2.7434173449395014,0.17391304347826086,1,6.067730902561432,5.694136097604396,3.4756862336528944,0.036150452751335035,0.052580035120896935,0.15729208517476898,0,1.0,1.0,0.0,1,16529.099609375,12.989999771118164,0.0166592105161994,0.0380383086458473,0
Exxaro Tiles Ltd.,2021-08-16,2021,0.1020833333333333,120.0,4.795790545596741,16.412554782182568,0.16671632896305125,16.12,2.840247370713596,0.041666666666666664,1,5.563945529468402,5.91434049268591,5.087596335232384,0.05857225322301327,0.04121198992716146,1.2559482018878227,0,4.0,0.0,4.0,0,16529.099609375,12.989999771118164,0.0166592105161994,0.0380383086458473,0
Devyani International Ltd.,2021-08-16,2021,0.3705555555555554,90.0,4.51085950651685,19.134719267765668,0.760609357401064,64.01,4.174541104216377,0.6555555555555556,1,7.089993498970343,7.420225549574806,6.140595506335031,0.015297355909583784,0.010992501843072145,4.072514722686121,0,9.0,0.0,9.0,0,16529.099609375,12.989999771118164,0.0166592105161994,0.0380383086458473,0
Krsnaa Diagnostics Ltd.,2021-08-16,2021,0.0385220125786163,954.0,6.86171134048073,16.359598121256536,0.669634346965681,35.65,3.6014134283326604,0.23270440251572327,1,6.495990368725445,6.406104107595685,5.45009380151383,0.27957005502811877,0.3059070683009942,0.9996118514684953,0,3.0,1.0,2.0,1,16529.099609375,12.989999771118164,0.0166592105161994,0.0380383086458473,0
CarTrade Tech Ltd.,2021-08-20,2021,-0.0728677379480841,1618.0,7.389563953677635,16.73502123492562,1.0,14.15,2.7180005319553784,0.0865265760197775,1,5.643749344540722,7.565896850343267,0.0,0.3590153452685422,0.052362449487099776,0.0,0,9.0,1.0,8.0,1,16568.849609375,12.90999984741211,0.0024048496856691,0.059924771681867,0
Nuvoco Vistas Corp.Ltd.,2021-08-23,2021,-0.0678947368421053,570.0,6.3473892096560105,18.28965247874596,0.70000000114,1.45,0.8960880245566356,-0.021052631578947368,1,8.925811988083547,9.898905571274412,8.941545475242885,-0.003445575984122701,-0.0013020172728263671,1.043458788703009,0,6.0,2.0,4.0,1,16450.5,14.020000457763672,-0.0067952928923825,0.037490434416822,0
Chemplast Sanmar Ltd.,2021-08-24,2021,-0.011275415896488,541.0,6.295266001439646,18.080504797056005,0.6623376689074044,1.61,0.9593502213346021,-0.027726432532347505,1,8.246986858148523,8.408959663720001,7.655025995016158,0.1075303202266776,0.0914471176458787,,1,0.0,2.0,-2.0,1,16496.44921875,13.6899995803833,-0.0071112391151654,0.0403883326522586,0
Aptus Value Housing Finance India Ltd.,2021-08-24,2021,-0.018413597733711,353.0,5.869296913133774,18.18185233841558,0.8201472287473811,12.06,2.569554123848285,-0.0339943342776204,1,6.486526575694494,8.416526088888032,7.830453439372895,0.40739271106770036,0.05905530101743961,1.2705903154916771,0,2.0,0.0,2.0,0,16496.44921875,13.6899995803833,-0.0071112391151654,0.0403883326522586,0
Vijaya Diagnostic Centre Ltd.,2021-09-14,2021,0.1662900188323916,531.0,6.2766434893416445,17.390326877129084,1.0,3.29,1.4562867329399256,-0.018832391713747645,1,4.8439508380817005,6.406186676478823,0.7839015438284094,0.264586806382472,0.05512918058817691,0.0030286834135043643,0,8.0,2.0,6.0,1,17355.30078125,14.029999732971191,-0.0003915902038327,0.0499846447417132,0
Ami Organics Ltd.,2021-09-14,2021,0.5320491803278687,610.0,6.415096959171596,16.049633602845425,0.6488983848002975,44.66,3.821222641101649,0.2540983606557377,1,5.837701292221988,6.026517935165369,4.924641580929279,0.15789935378227432,0.13066518256829676,0.8185466962199723,0,5.0,0.0,5.0,0,17355.30078125,14.029999732971191,-0.0003915902038327,0.0499846447417132,0
Sansera Engineering Ltd.,2021-09-24,2021,0.1004032258064516,744.0,6.61338421837956,16.662993893767137,1.0,8.03,2.200552367428894,0.08064516129032258,1,7.360968738920398,7.565213103800111,6.311280985682452,0.06986949553537358,0.05695533159138982,0.6265457073498741,0,4.0,1.0,3.0,1,17822.94921875,16.600000381469727,0.0135227065360655,0.0714351549458896,0
Paras Defence & Space Technologies Ltd.,2021-10-01,2021,1.85,175.0,5.170483995038151,16.0936776431606,0.17671171056698093,215.09,5.375694987569381,1.2571428571428571,1,4.980931814722814,5.896494309516755,4.673762977453703,0.10919023580665235,0.04352740103649796,0.6152864764555788,0,8.0,0.0,8.0,0,17618.150390625,18.399999618530273,-0.0131656419247338,0.0317341565405168,0
